County,Year,% Naloxone Admin,% OD Survival,Opioid Overdoses,3+ Prescribers and 3+ Dispensers,Average Daily MME > 50,Overlapping Opioid/Benzodiazepine Prescriptions,Total Drug Dispensation,Total Prescriptions,Incidents - Fentanyl,Incidents - Heroin,Incidents - Opium,Arrests - Fentanyl,Arrests - Heroin,Arrests - Opium,Drug Quantity - Fentanyl,Drug Quantity - Heroin,Drug Quantity - Opium,%Incidents Fentanyl,%Arrests Fentanyl,%Quantity Fentanyl,Drug Take-Back Sites,Drug Treatment Locations,County Population,County Percent Change Since 2010
Bradford,2020,0.4444444444444444,0.5555555555555556,1.5008254539997,6.0033018159988,364.3670685543716,383.87779945636765,5944.436106525256,5141.828005402972,0.16675838377774443,0.8337919188887222,0.0,0.16675838377774443,0.33351676755548887,0.0,0.00013340670702219554,0.0006720362866243101,0.0,16.666666666666664,33.33333333333333,16.563146997929604,1.3340670702219555,1.0005503026664666,59967,-0.042
Bradford,2021,0.75,0.75,0.6670335351109777,5.336268280887822,339.3533109877099,342.52172027948706,5694.4652892424165,4866.509913785916,0.5002751513332333,3.1684092917771443,0.0,0.8337919188887222,4.835993129554589,0.0,0.001167308686444211,0.01053912985475345,0.0,13.636363636363635,14.705882352941178,9.97150997150997,1.3340670702219555,1.0005503026664666,59967,-0.042
Dauphin,2018,0.3217993079584775,0.7647058823529411,10.090746889850244,16.65496978013345,475.3475022782742,421.40215990865954,5393.521670664557,5085.596768167709,0.34916079203634065,3.386859682752504,0.0,0.4189929504436088,2.9329506531052614,0.0,0.0006930841721921362,0.01223819050911135,0.0,9.345794392523365,12.5,5.359751372339363,0.558657267258145,1.11731453451629,286401,0.068
Dauphin,2022,0.6438356164383562,0.6986301369863014,2.5488737818652867,3.875684791603381,116.13087943128691,111.76636953083263,1934.0714592476982,1984.9791027265967,0.8729019800908516,1.3966431681453626,0.034916079203634064,0.6634055048690473,1.047482376109022,0.034916079203634064,0.16106996833111614,0.012804773726348721,6.983215840726814e-06,37.878787878787875,38.0,92.63191291548777,0.558657267258145,1.11731453451629,286401,0.068
Dauphin,2019,0.5714285714285714,0.7817460317460317,8.798851959315785,12.953865384548239,355.30602197618026,355.2711058969766,4617.162649571755,4603.824707315966,1.012566296905388,5.027915405323306,0.0,0.4888251088508769,3.2821114451416022,0.0,0.008240578768928879,0.06948512749606321,0.0,16.76300578034682,12.962962962962962,10.60212787367165,0.558657267258145,1.11731453451629,286401,0.068
Dauphin,2020,0.75177304964539,0.8014184397163121,4.923167167712403,7.611705266392226,282.2266682029741,312.21958023889584,4200.788405068418,4217.23387837333,0.6983215840726813,2.164796910625312,0.0,1.5013914057562647,1.5712235641635328,0.0,0.009330274684795095,0.021099786662756064,0.0,24.390243902439025,48.86363636363637,30.661373232972284,0.558657267258145,1.11731453451629,286401,0.068
Dauphin,2021,0.6846846846846847,0.8018018018018018,3.875684791603381,8.624271563297615,241.72401632675863,281.7029270149196,4074.7064430640958,4038.7428814843524,0.9427341384981197,3.2821114451416022,0.0,0.8030698216835834,2.4441255442543843,0.0,0.025011435015939186,0.015036469844728196,0.0,22.31404958677686,24.731182795698924,62.45379153530675,0.558657267258145,1.11731453451629,286401,0.068
Lehigh,2018,0.8925619834710744,0.8925619834710744,3.2304829438510025,12.574855095486134,403.997255424408,453.6826170649594,7085.864100791068,5228.923768611987,0.02669820614752895,0.8276443905733974,0.0,0.02669820614752895,0.9611354213110421,0.0,0.0006674551536882238,0.01816812928339345,0.0,3.125,2.7027027027027026,3.543586109142452,0.5606623290981079,0.5339641229505789,374557,0.072
Lehigh,2022,0.9285714285714286,0.8928571428571429,2.990199088523242,2.4295367594251345,100.2517640839712,136.6948154753482,2284.351914394872,1875.8159639253838,0.50726591680305,0.4004730922129342,0.0,0.5606623290981079,0.34707667991787633,0.0,0.6010553800890119,0.00590914066483873,0.0,55.88235294117647,61.76470588235294,99.02644380968107,0.5606623290981079,0.5339641229505789,374557,0.072
Lehigh,2019,0.8666666666666667,0.8333333333333334,1.6018923688517368,8.570124173356792,306.54880298592735,390.7282469690861,6268.124744698403,4742.162074130239,0.1067928245901158,1.0946264520486868,0.0,0.0533964122950579,1.041230039753629,0.0,0.16320613417984445,0.04527484468318574,0.0,8.88888888888889,4.878048780487805,78.28346502875408,0.5606623290981079,0.5339641229505789,374557,0.072
Lehigh,2020,0.7727272727272727,0.7954545454545454,1.1747210704912736,5.366339435653319,245.94387503103664,343.52581850025496,5347.971069823818,4167.963754515335,0.0533964122950579,1.1480228643437447,0.0,0.0533964122950579,1.0145318336061,0.0,5.419735847948377e-05,0.005628782802083529,0.0,4.444444444444445,5.0,0.9536784741144414,0.5606623290981079,0.5339641229505789,374557,0.072
Lehigh,2021,0.7608695652173914,0.8043478260869565,1.2281174827863317,6.167285620079187,224.15813881465303,319.81781144124926,4699.177962232718,3903.51802262406,0.4004730922129342,0.7742479782783395,0.0,0.45386950450799207,0.6941533598357527,0.0,0.32272844987545285,0.024003556201058852,0.0,34.090909090909086,39.53488372093023,93.07720205219184,0.5606623290981079,0.5339641229505789,374557,0.072
Blair,2018,0.875,0.8125,1.3026982136750744,15.143866733972741,618.618814218951,856.5240754913615,10366.62812851118,9615.45977105079,0.1628372767093843,0.24425591506407648,0.08141863835469215,0.0,0.1628372767093843,0.08141863835469215,0.004070931917734608,0.0008158147563140154,0.004290762241292276,33.33333333333333,0.0,44.357700496806245,0.5699304684828451,1.628372767093843,122822,-0.034
Blair,2019,0.8421052631578947,0.7368421052631579,1.5469541287391508,11.072934816238133,462.37644721629675,683.2652130725766,8951.002263438146,8245.428343456384,0.08141863835469215,0.9770236602563059,0.0,0.08141863835469215,0.7327677451922293,0.0,0.03693149435768836,0.0015966194981355132,0.0,7.6923076923076925,10.0,95.85596246909405,0.5699304684828451,1.628372767093843,122822,-0.034
Blair,2020,0.8928571428571429,0.7857142857142857,2.2797218739313805,5.455048769764375,391.13513865594115,563.091302861051,7803.813649020533,6819.462311312305,0.24425591506407648,1.628372767093843,0.08141863835469215,0.24425591506407648,1.9540473205126119,0.1628372767093843,0.00021983032355766884,0.005726987021869046,2.4425591506407647e-06,12.5,10.344827586206897,3.6950869029697553,0.5699304684828451,1.628372767093843,122822,-0.034
Blair,2022,0.7419354838709677,0.7419354838709677,2.523977788995457,3.501001449251763,159.41769389848724,230.74042109719758,3404.276106886389,3043.021608506619,0.5699304684828451,2.3611405122860725,0.08141863835469215,0.8956050219016136,1.9540473205126119,0.1628372767093843,0.009607399325853675,0.006737392323850776,0.00010503004347755287,18.91891891891892,29.72972972972973,58.40427638091468,0.5699304684828451,1.628372767093843,122822,-0.034
Blair,2021,0.6875,0.71875,2.605396427350149,6.350653791665988,342.6910488348993,518.3110517659702,7213.60993958737,6286.088811450717,0.3256745534187686,2.605396427350149,0.0,0.24425591506407648,2.605396427350149,0.0,0.002355441207601244,0.005754995033463059,0.0,11.11111111111111,8.571428571428571,29.042102515710646,0.5699304684828451,1.628372767093843,122822,-0.034
