County,Year,% Naloxone Admin,% OD Survival,Opioid Overdoses,3+ Prescribers and 3+ Dispensers,Average Daily MME > 50,Overlapping Opioid/Benzodiazepine Prescriptions,Total Drug Dispensation,Total Prescriptions,Incidents - Fentanyl,Incidents - Heroin,Incidents - Opium,Arrests - Fentanyl,Arrests - Heroin,Arrests - Opium,Drug Quantity - Fentanyl,Drug Quantity - Heroin,Drug Quantity - Opium,%Incidents Fentanyl,%Arrests Fentanyl,%Quantity Fentanyl,Drug Take-Back Sites,Drug Treatment Locations,County Population,County Percent Change Since 2010
Armstrong,2021,0.5675675675675675,0.5945945945945946,37,48.0,1870.0,2759.0,25445.0,36131.0,10.0,44.0,0.0,16.0,60.0,0.0,0.035109999999999995,0.17721399999999998,0.0,18.51851851851852,21.052631578947366,16.536048680318757,9,5,65558,-0.049
Carbon,2018,0.7321428571428571,0.7857142857142857,56,95.0,3996.0,5031.0,36430.0,52532.0,2.0,36.0,0.0,3.0,26.0,0.0,0.02051,1.7541250000000002,0.0,5.263157894736842,10.344827586206897,1.155730615027879,7,3,64749,-0.008
Carbon,2022,0.6923076923076923,0.7692307692307693,26,20.0,1077.0,1359.0,11096.0,19290.0,1.0,10.0,0.0,1.0,14.0,0.0,0.0005,0.049074,0.0,9.090909090909092,6.666666666666667,1.0085932141848548,7,3,64749,-0.008
Carbon,2019,0.7659574468085106,0.7872340425531915,47,80.0,2864.0,3850.0,30191.0,44185.0,4.0,21.0,0.0,3.0,24.0,0.0,0.0012200000000000002,0.168609,0.0,16.0,11.11111111111111,0.7183696541815592,7,3,64749,-0.008
Carbon,2020,0.6666666666666666,0.75,48,63.0,2488.0,3374.0,27383.0,43608.0,11.0,18.0,0.0,9.0,23.0,0.0,0.29012600000000005,0.032245,0.0,37.93103448275862,28.125,89.99754940735983,7,3,64749,-0.008
Carbon,2021,0.7647058823529411,0.803921568627451,51,36.0,2226.0,3141.0,26063.0,39615.0,16.0,22.0,0.0,20.0,26.0,0.0,0.034427,0.186605,0.0,42.10526315789473,43.47826086956522,15.575572767744037,7,3,64749,-0.008
Centre,2018,0.68,0.6,25,111.0,4466.0,4575.0,56241.0,60098.0,1.0,17.0,1.0,1.0,18.0,1.0,0.013,0.047380000000000005,0.0001,5.263157894736842,5.0,21.49470899470899,9,9,158172,0.027
Centre,2019,0.5,0.5833333333333334,12,106.0,3058.0,3917.0,48549.0,53748.0,1.0,9.0,1.0,1.0,16.0,1.0,0.00149,9.198599999999999,0.009,9.090909090909092,5.555555555555555,0.01617966596048035,9,9,158172,0.027
Centre,2020,0.7619047619047619,0.7619047619047619,21,55.0,2631.0,3590.0,43430.0,49626.0,5.0,25.0,0.0,9.0,24.0,0.0,0.0055,0.0557,0.0,16.666666666666664,27.27272727272727,8.986928104575163,9,9,158172,0.027
Centre,2021,0.8181818181818182,0.6818181818181818,22,61.0,2334.0,3277.0,42431.0,47726.0,10.0,27.0,0.0,12.0,40.0,0.0,1.0185,0.649343,0.0,27.027027027027028,23.076923076923077,61.066898982698014,9,9,158172,0.027
Centre,2022,0.7647058823529411,0.7058823529411765,17,17.0,1053.0,1214.0,20571.0,22636.0,8.0,22.0,1.0,5.0,15.0,1.0,0.01239,0.9383,0.001,25.806451612903224,23.809523809523807,1.3018945244775084,9,9,158172,0.027
Bradford,2018,0.46153846153846156,0.7692307692307693,13,40.0,2918.0,2888.0,39540.0,37196.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,0.01286,0.0,0.0,0.0,0.0,8,6,59967,-0.042
Bradford,2022,0.375,0.625,8,13.0,948.0,883.0,16029.0,14253.0,2.0,9.0,0.0,3.0,9.0,0.0,0.003,0.012,0.0,18.181818181818183,25.0,20.0,8,6,59967,-0.042
Bradford,2019,0.5,0.6666666666666666,6,38.0,2390.0,2428.0,35927.0,32862.0,1.0,7.0,0.0,0.0,3.0,0.0,1e-05,0.0067399999999999995,0.0,12.5,0.0,0.1481481481481482,8,6,59967,-0.042
Bradford,2020,0.4444444444444444,0.5555555555555556,9,36.0,2185.0,2302.0,35647.0,30834.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0008,0.004030000000000001,0.0,16.666666666666664,33.33333333333333,16.563146997929604,8,6,59967,-0.042
Bradford,2021,0.75,0.75,4,32.0,2035.0,2054.0,34148.0,29183.0,3.0,19.0,0.0,5.0,29.0,0.0,0.007,0.0632,0.0,13.636363636363635,14.705882352941178,9.97150997150997,8,6,59967,-0.042
Dauphin,2018,0.3217993079584775,0.7647058823529411,289,477.0,13614.0,12069.0,154471.0,145652.0,10.0,97.0,0.0,12.0,84.0,0.0,0.01985,0.350503,0.0,9.345794392523365,12.5,5.359751372339363,16,32,286401,0.068
Dauphin,2022,0.6438356164383562,0.6986301369863014,73,111.0,3326.0,3201.0,55392.0,56850.0,25.0,40.0,1.0,19.0,30.0,1.0,4.61306,0.36673,0.0002,37.878787878787875,38.0,92.63191291548777,16,32,286401,0.068
Dauphin,2019,0.5714285714285714,0.7817460317460317,252,371.0,10176.0,10175.0,132236.0,131854.0,29.0,144.0,0.0,14.0,94.0,0.0,0.236011,1.990061,0.0,16.76300578034682,12.962962962962962,10.60212787367165,16,32,286401,0.068
Dauphin,2020,0.75177304964539,0.8014184397163121,141,218.0,8083.0,8942.0,120311.0,120782.0,20.0,62.0,0.0,43.0,45.0,0.0,0.26722,0.6043,0.0,24.390243902439025,48.86363636363637,30.661373232972284,16,32,286401,0.068
Dauphin,2021,0.6846846846846847,0.8018018018018018,111,247.0,6923.0,8068.0,116700.0,115670.0,27.0,94.0,0.0,23.0,70.0,0.0,0.7163299999999999,0.430646,0.0,22.31404958677686,24.731182795698924,62.45379153530675,16,32,286401,0.068
Lehigh,2018,0.8925619834710744,0.8925619834710744,121,471.0,15132.0,16993.0,265406.0,195853.0,1.0,31.0,0.0,1.0,36.0,0.0,0.025,0.6805,0.0,3.125,2.7027027027027026,3.543586109142452,21,20,374557,0.072
Lehigh,2022,0.9285714285714286,0.8928571428571429,112,91.0,3755.0,5120.0,85562.0,70260.0,19.0,15.0,0.0,21.0,13.0,0.0,22.512950000000004,0.221331,0.0,55.88235294117647,61.76470588235294,99.02644380968107,21,20,374557,0.072
Lehigh,2019,0.8666666666666667,0.8333333333333334,60,321.0,11482.0,14635.0,234777.0,177621.0,4.0,41.0,0.0,2.0,39.0,0.0,6.1129999999999995,1.6958010000000001,0.0,8.88888888888889,4.878048780487805,78.28346502875408,21,20,374557,0.072
Lehigh,2020,0.7727272727272727,0.7954545454545454,44,201.0,9212.0,12867.0,200312.0,156114.0,2.0,43.0,0.0,2.0,38.0,0.0,0.00203,0.21083000000000002,0.0,4.444444444444445,5.0,0.9536784741144414,21,20,374557,0.072
Lehigh,2021,0.7608695652173914,0.8043478260869565,46,231.0,8396.0,11979.0,176011.0,146209.0,15.0,29.0,0.0,17.0,26.0,0.0,12.08802,0.89907,0.0,34.090909090909086,39.53488372093023,93.07720205219184,21,20,374557,0.072
Blair,2018,0.875,0.8125,16,186.0,7598.0,10520.0,127325.0,118099.0,2.0,3.0,1.0,0.0,2.0,1.0,0.05,0.010020000000000001,0.0527,33.33333333333333,0.0,44.357700496806245,7,20,122822,-0.034
Blair,2019,0.8421052631578947,0.7368421052631579,19,136.0,5679.0,8392.0,109938.0,101272.0,1.0,12.0,0.0,1.0,9.0,0.0,0.4536,0.01961,0.0,7.6923076923076925,10.0,95.85596246909405,7,20,122822,-0.034
Blair,2020,0.8928571428571429,0.7857142857142857,28,67.0,4804.0,6916.0,95848.0,83758.0,3.0,20.0,1.0,3.0,24.0,2.0,0.0027,0.07034,3e-05,12.5,10.344827586206897,3.6950869029697553,7,20,122822,-0.034
Blair,2022,0.7419354838709677,0.7419354838709677,31,43.0,1958.0,2834.0,41812.0,37375.0,7.0,29.0,1.0,11.0,24.0,2.0,0.11800000000000001,0.08275,0.00129,18.91891891891892,29.72972972972973,58.40427638091468,7,20,122822,-0.034
Blair,2021,0.6875,0.71875,32,78.0,4209.0,6366.0,88599.0,77207.0,4.0,32.0,0.0,3.0,32.0,0.0,0.02893,0.070684,0.0,11.11111111111111,8.571428571428571,29.042102515710646,7,20,122822,-0.034
Allegheny,2018,0.6225854383358098,0.7756315007429421,673,2203.0,51419.0,61530.0,975976.0,806668.0,14.0,34.0,0.0,17.0,31.0,0.0,1.085,1.2616129999999999,0.0,29.166666666666668,35.41666666666667,46.23685285984524,50,89,1250578,0.022
Allegheny,2022,0.7442922374429224,0.7990867579908676,438,713.0,14263.0,19564.0,247457.0,300270.0,29.0,59.0,0.0,23.0,66.0,0.0,7.9628,0.270057,0.0,32.95454545454545,25.842696629213485,96.7197656900879,50,89,1250578,0.022
Allegheny,2019,0.7044145873320538,0.8061420345489443,521,1967.0,40633.0,52434.0,870433.0,722584.0,9.0,99.0,1.0,12.0,99.0,1.0,0.733897,5.35996,1.3608,8.256880733944955,10.714285714285714,9.844812444086964,50,89,1250578,0.022
Allegheny,2020,0.7438356164383562,0.8041095890410959,730,1153.0,32767.0,45797.0,736197.0,662368.0,4.0,64.0,0.0,4.0,86.0,0.0,0.14730000000000001,2.68589,0.0,5.88235294117647,4.444444444444445,5.199086542025067,50,89,1250578,0.022
Allegheny,2021,0.759656652360515,0.8025751072961373,466,1372.0,30353.0,43185.0,700713.0,631981.0,24.0,76.0,0.0,12.0,100.0,0.0,10.25628,0.95906,0.0,24.0,10.714285714285714,91.4486765448038,50,89,1250578,0.022
Erie,2018,0.7377049180327869,0.8442622950819673,122,377.0,10979.0,14291.0,208168.0,222827.0,5.0,38.0,0.0,3.0,30.0,0.0,0.0501,0.34197,0.0,11.627906976744185,9.090909090909092,12.778330400183641,16,34,270876,-0.035
Erie,2022,0.773224043715847,0.8169398907103825,366,105.0,2942.0,4584.0,87267.0,88046.0,36.0,28.0,0.0,40.0,15.0,0.0,4.74671,0.32720799999999994,0.0,56.25,72.72727272727273,93.55117682232942,16,34,270876,-0.035
Erie,2019,0.8384615384615385,0.8692307692307693,130,342.0,8263.0,12357.0,206733.0,215694.0,8.0,40.0,0.0,14.0,38.0,0.0,0.19247,0.41684,0.0,16.666666666666664,26.923076923076923,31.588189919745286,16,34,270876,-0.035
Erie,2020,0.7888888888888889,0.8055555555555556,180,217.0,6906.0,11153.0,192834.0,189560.0,11.0,38.0,0.0,13.0,42.0,0.0,1.1133,0.81803,0.0,22.448979591836736,23.636363636363637,57.644214090807885,16,34,270876,-0.035
Erie,2021,0.7828571428571428,0.8542857142857143,350,194.0,6111.0,10605.0,189415.0,185883.0,34.0,32.0,0.0,43.0,37.0,0.0,19.882839999999998,0.20802,0.0,51.515151515151516,53.75,98.96460380491426,16,34,270876,-0.035
York,2018,0.8394495412844036,0.8256880733944955,436,505.0,18591.0,18889.0,227493.0,234929.0,6.0,43.0,0.0,6.0,42.0,0.0,0.02655,0.30378,0.0,12.244897959183673,12.5,8.037417128326219,19,31,456438,0.049
York,2022,0.7446808510638298,0.7659574468085106,94,125.0,5492.0,5761.0,86172.0,90645.0,18.0,14.0,0.0,14.0,24.0,0.0,0.08201,0.022,0.0,56.25,36.84210526315789,78.84818767426209,19,31,456438,0.049
York,2019,0.8280871670702179,0.8329297820823245,413,348.0,14249.0,15918.0,203556.0,210761.0,18.0,40.0,0.0,13.0,30.0,0.0,0.27107,0.5245000000000001,0.0,31.03448275862069,30.23255813953488,34.07242605930338,19,31,456438,0.049
York,2020,0.8122605363984674,0.8122605363984674,522,242.0,12599.0,14300.0,186753.0,192961.0,18.0,43.0,0.0,12.0,44.0,0.0,0.15292,0.37421,0.0,29.508196721311474,21.428571428571427,29.009921651205584,19,31,456438,0.049
York,2021,0.8481675392670157,0.8429319371727748,191,264.0,11669.0,13138.0,179747.0,184146.0,20.0,33.0,1.0,19.0,29.0,1.0,93.04571,0.21215,1e-06,37.03703703703704,38.775510204081634,99.77251140255083,19,31,456438,0.049
Lebanon,2018,0.5970149253731343,0.8059701492537313,67,184.0,6944.0,5995.0,88354.0,78711.0,0.0,36.0,1.0,0.0,30.0,1.0,0.0,0.14678,0.001,0.0,0.0,0.0,7,8,143257,0.073
Lebanon,2022,0.8157894736842105,0.8947368421052632,76,41.0,1773.0,1780.0,33431.0,29774.0,13.0,31.0,1.0,11.0,33.0,1.0,0.17923,0.135222,1e-05,28.888888888888886,24.444444444444443,56.99575783401492,7,8,143257,0.073
Lebanon,2019,0.7631578947368421,0.881578947368421,76,128.0,5220.0,5036.0,79602.0,70786.0,7.0,20.0,2.0,5.0,24.0,1.0,7.06168,4.9719,0.00031,24.137931034482758,16.666666666666664,58.68160669575674,7,8,143257,0.073
Lebanon,2020,0.788135593220339,0.864406779661017,118,67.0,4275.0,4467.0,71156.0,62675.0,15.0,24.0,0.0,17.0,21.0,0.0,2.114634,0.256366,0.0,38.46153846153847,44.73684210526316,89.18743146351751,7,8,143257,0.073
Lebanon,2021,0.7422680412371134,0.8556701030927835,97,104.0,3932.0,4294.0,67690.0,61436.0,22.0,43.0,0.0,20.0,45.0,0.0,2.7848699999999997,0.5676009999999999,0.0,33.84615384615385,30.76923076923077,83.0691749458832,7,8,143257,0.073
Monroe,2018,0.4727272727272727,0.6363636363636364,55,251.0,8904.0,8009.0,100350.0,98987.0,1.0,110.0,1.0,1.0,102.0,2.0,0.001,0.9005249999999999,0.001,0.8928571428571428,0.9523809523809524,0.11080025484058614,6,11,168327,-0.009
Monroe,2022,0.7777777777777778,0.8271604938271605,81,40.0,2112.0,2178.0,31460.0,33679.0,14.0,59.0,0.0,18.0,78.0,0.0,1.1109099999999998,0.580281,0.0,19.17808219178082,18.75,65.6880269585162,6,11,168327,-0.009
Monroe,2021,0.6210526315789474,0.7157894736842105,95,92.0,4698.0,5314.0,75605.0,73085.0,9.0,119.0,0.0,10.0,173.0,0.0,0.15515,1.167132,0.0,7.03125,5.46448087431694,11.733503140782375,6,11,168327,-0.009
Monroe,2019,0.6637931034482759,0.7155172413793104,116,163.0,6368.0,6732.0,87598.0,85782.0,9.0,125.0,0.0,12.0,182.0,0.0,6.892608,2.205095,0.0,6.7164179104477615,6.185567010309279,75.76206873317365,6,11,168327,-0.009
Monroe,2020,0.6864406779661016,0.7457627118644068,118,78.0,5231.0,5715.0,81267.0,76566.0,5.0,106.0,0.0,6.0,171.0,0.0,2.065185,0.429762,0.0,4.504504504504505,3.389830508474576,82.77470423219413,6,11,168327,-0.009
Franklin,2018,0.7014925373134329,0.7761194029850746,67,144.0,7711.0,6675.0,86262.0,91824.0,5.0,21.0,1.0,2.0,18.0,1.0,0.00311,0.20794,0.001,18.51851851851852,9.523809523809524,1.4666352275406742,6,8,155932,0.042
Franklin,2022,0.5777777777777777,0.6222222222222222,45,24.0,1849.0,1897.0,28010.0,31786.0,5.0,3.0,1.0,7.0,2.0,0.0,0.028999999999999998,0.0055,5e-06,55.55555555555556,77.77777777777779,84.04579046514998,6,8,155932,0.042
Franklin,2019,0.5294117647058824,0.6470588235294118,51,103.0,5266.0,5405.0,74661.0,80163.0,5.0,20.0,0.0,3.0,9.0,0.0,0.01944,2.0395,0.0,20.0,25.0,0.9441751580910566,6,8,155932,0.042
Franklin,2020,0.5949367088607594,0.759493670886076,79,69.0,4280.0,4587.0,63850.0,68588.0,12.0,14.0,1.0,12.0,11.0,0.0,0.059930000000000004,0.24415,0.001,44.44444444444444,52.17391304347826,19.644027795987938,6,8,155932,0.042
Franklin,2021,0.6142857142857143,0.7,70,68.0,3972.0,4349.0,62179.0,66389.0,19.0,13.0,0.0,14.0,10.0,0.0,0.37185199999999996,0.03492,0.0,59.375,58.333333333333336,91.41533832220506,6,8,155932,0.042
Lancaster,2018,0.7206703910614525,0.776536312849162,179,602.0,24555.0,23968.0,268360.0,286587.0,4.0,53.0,0.0,5.0,61.0,0.0,0.02152,0.220915,0.0,7.017543859649122,7.575757575757576,8.876606100604285,28,33,552984,0.065
Lancaster,2019,0.7197802197802198,0.8021978021978022,182,579.0,19209.0,20990.0,245628.0,261416.0,5.0,42.0,1.0,8.0,42.0,1.0,0.04464,0.107147,0.001,10.416666666666668,15.686274509803921,29.217145437766302,28,33,552984,0.065
Lancaster,2022,0.5666666666666667,0.6111111111111112,90,166.0,7470.0,7467.0,96896.0,110048.0,6.0,17.0,0.0,5.0,20.0,0.0,0.80601,0.05792,0.0,26.08695652173913,20.0,93.29575312814697,28,33,552984,0.065
Lancaster,2020,0.726027397260274,0.7534246575342466,146,403.0,16726.0,19295.0,227915.0,241072.0,9.0,35.0,0.0,10.0,37.0,0.0,0.0612,0.22226,0.0,20.454545454545457,21.27659574468085,21.59034784449305,28,33,552984,0.065
Lancaster,2021,0.7424242424242424,0.7727272727272727,132,365.0,15408.0,17929.0,221037.0,231829.0,6.0,31.0,1.0,8.0,30.0,1.0,0.10550000000000001,0.22273,0.001,15.789473684210526,20.51282051282051,32.044467393615406,28,33,552984,0.065
Lycoming,2022,0.64,0.68,25,36.0,1557.0,1546.0,31270.0,31699.0,8.0,11.0,1.0,7.0,7.0,0.0,0.0663,0.02144,0.0005,40.0,50.0,75.13599274705349,21,12,114188,-0.017
Lycoming,2018,0.6923076923076923,0.8461538461538461,39,127.0,5754.0,6801.0,87495.0,84623.0,5.0,46.0,0.0,2.0,24.0,0.0,0.0015370000000000002,0.07472400000000001,0.0,9.803921568627452,7.6923076923076925,2.0154469519151332,21,12,114188,-0.017
Lycoming,2019,0.6176470588235294,0.7941176470588235,34,112.0,4433.0,5207.0,77240.0,75243.0,3.0,75.0,0.0,9.0,40.0,0.0,0.0113,0.179516,0.0,3.8461538461538463,18.367346938775512,5.92193526748281,21,12,114188,-0.017
Lycoming,2020,0.4666666666666667,0.6444444444444445,45,58.0,3686.0,4517.0,71232.0,68644.0,2.0,38.0,0.0,0.0,22.0,0.0,0.0066,0.31248,0.0,5.0,0.0,2.0684467845054533,21,12,114188,-0.017
Lycoming,2021,0.5806451612903226,0.7741935483870968,31,66.0,3333.0,4080.0,68151.0,65204.0,11.0,19.0,0.0,9.0,29.0,0.0,0.13599999999999998,0.03752,0.0,36.666666666666664,23.684210526315788,78.37713231904104,21,12,114188,-0.017
Berks,2018,0.6808510638297872,0.7340425531914894,94,529.0,17304.0,19003.0,200974.0,227031.0,0.0,30.0,0.0,0.0,29.0,0.0,0.0,5.087154,0.0,0.0,0.0,0.0,29,21,428849,0.042
Berks,2022,0.6346153846153846,0.6538461538461539,52,155.0,4763.0,5956.0,75326.0,87306.0,19.0,19.0,0.0,20.0,42.0,0.0,6.2345299999999995,1.572287,0.0,50.0,32.25806451612903,79.86007613602317,29,21,428849,0.042
Berks,2019,0.7402597402597403,0.7142857142857143,77,441.0,12980.0,15763.0,180415.0,201895.0,13.0,54.0,0.0,28.0,41.0,0.0,0.9086,0.68149,0.0,19.402985074626866,40.57971014492754,57.141419668069105,29,21,428849,0.042
Berks,2020,0.6511627906976745,0.6627906976744186,86,250.0,10555.0,14260.0,163558.0,181784.0,17.0,62.0,0.0,16.0,61.0,0.0,10.136813999999998,0.256216,0.0,21.518987341772153,20.77922077922078,97.53473241201074,29,21,428849,0.042
Berks,2021,0.6774193548387096,0.6612903225806451,62,303.0,9727.0,13875.0,159811.0,176062.0,15.0,26.0,0.0,14.0,29.0,0.0,2.61063,0.093503,0.0,36.58536585365854,32.55813953488372,96.54221889233997,29,21,428849,0.042
Mifflin,2018,0.6153846153846154,0.5384615384615384,13,64.0,2188.0,2739.0,31162.0,43303.0,1.0,5.0,1.0,0.0,2.0,1.0,0.002,0.00379,0.001,14.285714285714285,0.0,29.455081001472756,6,3,46143,-0.012
Mifflin,2019,0.3333333333333333,0.3333333333333333,3,58.0,1534.0,2030.0,25633.0,37755.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.00253,0.0,0.0,0.0,0.0,6,3,46143,-0.012
Mifflin,2020,0.7,0.9,10,53.0,1274.0,1669.0,21348.0,26481.0,1.0,13.0,0.0,0.0,9.0,0.0,0.001,0.04457,0.0,7.142857142857142,0.0,2.194426157559798,6,3,46143,-0.012
Mifflin,2021,0.6666666666666666,0.7777777777777778,9,27.0,989.0,1477.0,20268.0,23062.0,1.0,11.0,0.0,1.0,9.0,0.0,0.0008,0.02421,0.0,8.333333333333332,10.0,3.1987205117952824,6,3,46143,-0.012
Mifflin,2022,0.6666666666666666,0.6666666666666666,6,20.0,454.0,542.0,8852.0,10912.0,2.0,3.0,0.0,4.0,2.0,0.0,0.007,0.00708,0.0,40.0,66.66666666666666,49.715909090909086,6,3,46143,-0.012
Westmoreland,2018,0.6923076923076923,0.7596153846153846,104,525.0,17954.0,20387.0,273909.0,279708.0,6.0,89.0,0.0,4.0,87.0,0.0,0.4774,14.354986000000002,0.0,6.315789473684211,4.395604395604396,3.218632524800797,30,24,354663,-0.029
Westmoreland,2022,0.6574074074074074,0.7037037037037037,108,152.0,4915.0,5809.0,91613.0,102778.0,10.0,112.0,0.0,14.0,109.0,0.0,17.34675,1.50515,0.0,8.19672131147541,11.38211382113821,92.01592412435882,30,24,354663,-0.029
Westmoreland,2019,0.6611570247933884,0.7107438016528925,121,459.0,13980.0,16100.0,242339.0,257468.0,6.0,59.0,0.0,9.0,60.0,0.0,10.286901,8.06297,0.0,9.230769230769232,13.043478260869565,56.05980009341756,30,24,354663,-0.029
Westmoreland,2020,0.6711409395973155,0.6912751677852349,149,249.0,11597.0,13934.0,217948.0,236490.0,9.0,100.0,0.0,13.0,99.0,0.0,4.291,5.427687000000001,0.0,8.256880733944955,11.607142857142858,44.15205469627739,30,24,354663,-0.029
Westmoreland,2021,0.6344827586206897,0.6206896551724138,145,308.0,10419.0,12813.0,212234.0,221867.0,6.0,165.0,1.0,7.0,160.0,0.0,26.258,1.287383,0.001,3.488372093023256,4.191616766467066,95.32285962915712,30,24,354663,-0.029
Crawford,2018,0.47368421052631576,0.47368421052631576,19,76.0,4911.0,3678.0,72346.0,63788.0,2.0,13.0,0.0,3.0,20.0,0.0,0.0033,0.01218,0.0,13.333333333333334,13.043478260869565,21.31782945736434,8,6,83938,-0.054
Crawford,2019,0.6111111111111112,0.6666666666666666,18,75.0,3766.0,3002.0,61074.0,57903.0,4.0,14.0,0.0,6.0,15.0,0.0,0.07754,0.04965,0.0,22.22222222222222,28.57142857142857,60.96391225725293,8,6,83938,-0.054
Crawford,2020,0.5789473684210527,0.6842105263157895,19,49.0,3378.0,2626.0,56697.0,52440.0,8.0,22.0,0.0,12.0,35.0,0.0,0.04207,0.07462,0.0,26.666666666666668,25.53191489361702,36.052789442111575,8,6,83938,-0.054
Crawford,2021,0.6129032258064516,0.5806451612903226,31,28.0,3207.0,2429.0,54799.0,50762.0,19.0,45.0,0.0,31.0,61.0,0.0,0.17001000000000002,0.25716,0.0,29.6875,33.69565217391305,39.79914319825831,8,6,83938,-0.054
Crawford,2022,0.6923076923076923,0.8461538461538461,13,9.0,1652.0,1125.0,19756.0,23755.0,12.0,22.0,0.0,14.0,36.0,0.0,0.5591,0.047060000000000005,0.0,35.294117647058826,28.000000000000004,92.2363732347895,8,6,83938,-0.054
Mercer,2018,0.89,0.9,100,112.0,6101.0,6668.0,96637.0,90309.0,4.0,9.0,0.0,8.0,8.0,0.0,0.67963,0.015,0.0,30.76923076923077,50.0,97.84057699782618,13,6,110652,-0.051
Mercer,2019,0.9722222222222222,0.8333333333333334,36,96.0,4823.0,5612.0,86279.0,80349.0,1.0,15.0,1.0,1.0,24.0,2.0,0.00025,0.14100000000000001,0.005,5.88235294117647,3.7037037037037033,0.17094017094017092,13,6,110652,-0.051
Mercer,2020,0.8571428571428571,0.9285714285714286,14,69.0,4456.0,5045.0,80023.0,75184.0,5.0,7.0,0.0,4.0,6.0,0.0,0.5565,0.02266,0.0,41.66666666666667,40.0,96.08743697769184,13,6,110652,-0.051
Mercer,2021,0.8888888888888888,0.7777777777777778,18,88.0,4061.0,4821.0,75335.0,71966.0,3.0,5.0,1.0,3.0,5.0,1.0,18.368009999999998,0.027299999999999998,0.008,33.33333333333333,33.33333333333333,99.80818667946147,13,6,110652,-0.051
Mercer,2022,0.896551724137931,0.7241379310344828,29,33.0,1912.0,2184.0,33602.0,34030.0,3.0,1.0,0.0,5.0,2.0,0.0,4.475,0.499,0.0,75.0,71.42857142857143,89.96783273019703,13,6,110652,-0.051
Luzerne,2018,0.8134715025906736,0.8393782383419689,193,317.0,14288.0,23401.0,246041.0,231906.0,9.0,95.0,0.0,11.0,77.0,0.0,1.0741939999999999,10.045000000000002,0.0,8.653846153846153,12.5,9.660718213928094,13,22,325594,0.015
Luzerne,2022,0.8134328358208955,0.8283582089552238,134,86.0,3676.0,6197.0,78352.0,81039.0,111.0,26.0,0.0,57.0,32.0,0.0,11.72339,0.09992100000000001,0.0,81.02189781021897,64.04494382022472,99.15488140335647,13,22,325594,0.015
Luzerne,2019,0.8,0.8117647058823529,170,284.0,11204.0,18735.0,209715.0,200232.0,70.0,110.0,0.0,51.0,77.0,0.0,4.074182,1.130025,0.0,38.88888888888889,39.84375,78.28631720452319,13,22,325594,0.015
Luzerne,2021,0.8033707865168539,0.8033707865168539,178,194.0,8224.0,14254.0,246557.0,168109.0,89.0,65.0,0.0,77.0,64.0,0.0,3.9742100000000002,1.5441500000000001,0.0,57.7922077922078,54.60992907801418,72.01795460970288,13,22,325594,0.015
Luzerne,2020,0.7425742574257426,0.8118811881188119,202,168.0,9094.0,15516.0,187450.0,179026.0,103.0,62.0,0.0,72.0,61.0,0.0,6.02536,0.40968,0.0,62.42424242424243,54.13533834586466,93.63360600711107,13,22,325594,0.015
Susquehanna,2018,0.4,0.4,10,12.0,1722.0,2331.0,17560.0,23537.0,1.0,1.0,0.0,1.0,1.0,0.0,1e-06,0.0005,0.0,50.0,50.0,0.19960079840319359,2,2,38434,-0.114
Susquehanna,2019,0.8333333333333334,1.0,6,6.0,1239.0,1887.0,14115.0,19611.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0005,0.0005,0.0,50.0,50.0,50.0,2,2,38434,-0.114
Susquehanna,2020,0.8333333333333334,0.75,12,14.0,1063.0,1712.0,12717.0,17671.0,3.0,18.0,0.0,7.0,28.0,0.0,0.00313,0.84717,0.0,14.285714285714285,20.0,0.36810537457367987,2,2,38434,-0.114
Susquehanna,2021,0.46153846153846156,0.6153846153846154,13,,971.0,1599.0,12489.0,17258.0,4.0,20.0,0.0,6.0,23.0,0.0,0.0375,1.73654,0.0,16.666666666666664,20.689655172413794,2.1138193050889496,2,2,38434,-0.114
Susquehanna,2022,0.6,0.2,5,,446.0,727.0,4780.0,8107.0,2.0,14.0,0.0,3.0,13.0,0.0,4.54,1.61113,0.0,12.5,18.75,73.80757681921858,2,2,38434,-0.114
Elk,2018,0.7142857142857143,0.7142857142857143,7,27.0,1890.0,2074.0,20849.0,23447.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,5,2,30990,-0.03
Elk,2019,0.8571428571428571,1.0,7,27.0,1396.0,1710.0,18297.0,20838.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,5,2,30990,-0.03
Elk,2020,0.6818181818181818,0.9090909090909091,22,13.0,1152.0,1455.0,16278.0,18664.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.007001,0.0,0.0,0.0,0.0,5,2,30990,-0.03
Elk,2021,0.8,0.76,25,20.0,1053.0,1374.0,15952.0,18299.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,5,2,30990,-0.03
Snyder,2018,0.25,0.375,8,37.0,1510.0,1727.0,19612.0,23155.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.027963,0.0,0.0,,0.0,7,2,39736,0.001
